geonameid|lang|name|count
290557||Al Imarat al 'Arabiyah al Muttahidah|1
290557||Dawlat Ittihad al Imarat al 'Arabiyah|1
290557||Arab Gulf Federation|1
290557||Arab Federation of Gulf States|1
290557||Federation of Arabian Gulf Emirates|1
290557||Federation of Arabian Emirates|1
290557||Union of Arab Emirates|1
290557||Federation of Arab Emirates|1
290557|af|Verenigde Arabiese Emirate|1
290557|ca|Unio dels Emirats Arabs|1
290557|cs|Spojene arabske emiraty|1
290557|cy|Emiraethau Arabaidd Unedig|1
290557|da|Forenede Arabiske Emirater|1
290557|de|Vereinigte Arabische Emirate|1
290557|en|United Arab Emirates|1
290557|eo|Unuigintaj Arabaj Emirlandos|1
290557|es|Emiratos Arabes Unidos|1
290557|et|Araabia Uhendemiraadid|1
290557|eu|Arabiar Emirrerri Batuak|1
290557|fi|Arabiemiirikunnat|1
290557|fo|Sameindu Emirrikini|1
290557|fr|Emirats Arabes Unis|1
290557|ga|Aontas na nEimiriochtai Arabacha|1
290557|hr|Ujedinjeni Arapski Emirati|1
290557|hu|Egyesult Arab Emiratus|1
290557|id|Uni Emirat Arab|1
290557|is|Sameinudu arabisku furstadaemin|1
290557|it|Emirati Arabi Uniti|1
290557|lt|Jungtiniai Arabu Emyratai|1
290557|lv|Apvienotie Arabu Emirati|1
290557|ms|Emiriah Arab Bersatu|1
290557|mt|Emirati Gharab Maqghuda|1
290557|nl|Verenigde Arabische Emiraten|1
290557|pl|Zjednoczone Emiraty Arabskie|1
290557|pt|Emirados Arabes Unidos|1
290557|ro|Emiratele Arabe Unite|1
290557|sk|Spojene arabske emiraty|1
290557|sl|Zdruzeni arabski emirati|1
290557|so|Imaaraadka Carabta ee Midoobay|1
290557|sq|Emiratet Arabe te Bashkuara|1
290557|sv|Forenade Arabemiraten|1
290557|sw|Muugano wa Falme za Nchi za Kiarabu|1
290557|tr|Birlesik Arap Emirlikleri|1
290557|vi|Cac Tieu Vuong quoc A-rap Thong nhat|1
290557|an|Emiratos Arabes Unitos|1
290557|br|Emirelezhiou Arab Unanet|1
290557|bs|Ujedinjeni Arapski Emirati|1
290557|ca|Emirats Arabs Units|1
290557|eo|Unuigintaj Arabaj Emirlandoj|1
290557|eu|Arabiar Emirerri Batuak|1
290557|frp|Emirats arabes units|1
290557|frp|Emirats arabos unis|1
290557|fy|Feriene Arabyske Emiraten|1
290557|hsb|Zjednocene arabske emiraty|1
290557|ht|Emira Arab Ini|1
290557|hu|Egyesult Arab Emirsegek|1
290557|ia|Emiratos Arabe Unite|1
290557|io|Unionita Araba Emirati|1
290557|ku|Mirnisinen Erebi yen Yekbuyi|1
290557|kw|Pennternasedh Unys Arabek|1
290557|la|Emiratus Arabici Coniuncti|1
290557|lb|Vereenegt Arabesch Emiraten|1
290557|li|Vereinegde Arabische Emiraote|1
290557|nds|Vereenigte Araabsche Emiraten|1
290557|nn|Dei sameinte arabiske emirata|1
290557|no|De forente arabiske emirater|1
290557|oc|Emirats Arabis Units|1
290557|pam|Emiratos Arabes Unidos|1
290557|pt|Emiratos Arabes Unidos|1
290557|sq|Emiratet e Bashkuara Arabe|1
290557|sw|Falme za Kiarabu|1
290557|tl|Nagkakaisang Kaemirang Arabo|1
290557|uz|Birlashgan Arab Amirliklari|1
290557|vi|Cac Tieu Vuong quoc A Rap Thong nhat|1
290557|vo|Lemirans Larabik Pebalol|1
290557|gl|Emiratos Arabes Unidos|1
290557|se|Ovttastuvvan Arabaemirahtat|1
290557|ak|United Arab Emirates|1
290557|az|Birl@smis @r@b Emiratlari|1
290557|bm|Arabu mara kafoli|1
290557|ee|United Arab Emirates nutome|1
290557|ff|Emiraat Araab Denntude|1
290557|ha|Hadaddiyar Daular Larabawa|1
290557|ki|Falme za Kiarabu|1
290557|lg|Emireeti|1
290557|ln|Lemila alabo|1
290557|lu|Lemila alabu|1
290557|mg|Emira Arabo mitambatra|1
290557|nb|De forente arabiske emirater|1
290557|nd|United Arab Emirates|1
290557|rm|Emirats Arabs Unids|1
290557|rn|Leta Zunze Ubumwe z'Abarabu|1
290557|sg|Arabo Emirati Oko|1
290557|sn|United Arab Emirates|1
290557|yo|Orileede Emirate ti Awon Arabu|1
290557|zu|i-United Arab Emirates|1
290557|fr|Emirats arabes unis|1
290557|ilo|Dagiti Nagkaykaysa nga Emirato nga Arabo|1
290557|dsb|Zjadnosone Arabske Emiraty|1
290557|qu|Hukllachasqa Arab Imiratukuna|1
290557|ext|Emiratus Arabis Unius|1
290557|als|Vereinigte Arabische Emirate|1
290557|cy|Yr Emiradau Arabaidd Unedig|1
290557|nov|Unionati Arabi Emirates|1
290557|stq|Fereende Arabiske Emiroate|1
290557|nv|Asai Bikeyah Yazhi Alhidadiidzooigii|1
290557|bcl|Emiratong Arabe Unidos|1
290557|az|Birl@smis @r@b @mirlikl@ri|1
290557|na|Emireitit Arabiya|1
290557|pms|Emira Arabo Uni|1
290557|nah|Tlacetililli Arabiaemiryotl|1
290557|yo|Awon Emireti Arabu Asokan|1
290557|hak|A-la-pak Lien-hap Thai-kung-koet|1
290557|bar|Vaeinigte Arabische Emirate|1
290557|bjn|Syarikat Amiriah Arab|1
290557|ie|Unit Arabic Emiratus|1
290557|diq|Yewiya Emirane Erebi|1
290557|ace|Imarat Arab Meusaboh|1
290557|wo|Imaaraat yu Araab yu Bennoo yi|1
290557|so|Imaaraatka Carabta|1
290557|gv|Ny h-Emmiraidyn Arabagh Unnaneysit|1
290557|su|Uni Emirat Arab|1
290557|ss|Bunye bema-Arabhu|1
290557|ceb|Hiniusang Emiratong Arabo|1
290557|se|Ovttastuvvan arabaemirahtat|1
290557|lmo|Emiraa Arab Unii|1
290557|gag|Birlesik Arab Emirlikleri|1
290557|ang|Geanedu Arabisc Bregoricu|1
290557|gd|Na h-Iomaratan Arabach Aonaichte|1
290557|bug|Emiriyah Arab Bersatu|1
290557|tk|Birlesen Arap Emirlikleri|1
290557|scn|Emirati Arabbi Uniti|1
290557|crh|Birlesken Arap Emirlikleri|1
290557|lij|Emirati Arabi Unii|1
290557|szl|Zjednoczune Arabske Ymiraty|1
290557|war|Emiratos Arabes Unidos|1
290557|jv|Uni Emirat Arab|1
290557|sco|Unitit Arab Emirates|1
290557|ast|Emiratos Arabes Xunios|1
290557|hbs|Ujedinjeni Arapski Emirati|1
290557|rw|Nyarabu Zunze Ubumwe|1
290557|fi|Yhdistyneet arabiemiirikunnat|1
290557|vep|Araban Uhtenzoittud Emiratad|1
290557|pag|Emiratos diad Unido ya Arabo|1
290557|gn|Aravia Emiryvy Joaju|1
290557|sgs|Jongtene Arabu Emirata|1
290557|ln|Emirats arabes unis|1
290557|mt|Emirati Gharab Maghquda|1
290557|pih|Yunitid Arab Emiraets|1
290557||A-la-pek Lian-hap Thau-lang-kok|1
290557|cdo|A-la-baik Lieng-hak Dai-gung-guok|1
290557|ha|Taraiyar larabawa|1
290557|kaa|Birlesken Arab Amirlikleri|1
290557|kab|Limarat Taerabin Yeddukklen|1
290557|om|Yunaayitid Arab Imireetis|1
290557|tet|Emiratu Arabi Naklibur Sira|1
290557|za|Bouxdaeuzgoz Ahlazbwz Lienzhab|1
290557|zea|Vereenigde Araobische Emiraoten|1
290557|cy|Emiradau Arabaidd Unedig|1
290557|da|De Forenede Arabiske Emirater|1
290557|fy|Verenigde Arabyske Emiraten|1
290557|gl|Os Emiratos Arabes Unidos|1
290557|ig|United Arab Emirates|1
290557|ku|Emirtiyen Erebi yen Yekbuyi|1
290557|lb|Vereenegt Arabesch Emirater|1
290557|mt|l-Emirati Gharab Maghquda|1
290557|qu|Emiratos Arabes Unidos|1
290557|so|Midawga Imaaraatka Carabta|1
290557|wo|Emira Arab Ini|1
290557|yo|Emirate ti Awon Arabu|1
3277605||Bosna i Hercegovina|1
3277605||Republic of Bosnia and Herzegovina|1
3277605||Bosnia and Hercegovina|1
3277605||Narodna Republika Bosna i Hercegovina|1
3277605||Bosnia|1
3277605||People's Republic of Bosnia and Hercegovina|1
3277605||Socijalisticka Republika Bosna i Hercegovina|1
3277605||Socialist Republic of Bosnia and Hercegovina|1
3277605||Republika Bosna i Hercegovina|1
3277605|af|Bosnie en Herzegowina|1
3277605|bs|Bosna i Hercegovina|1
3277605|ca|Bosnia i Hercegovina|1
3277605|cs|Bosna a Hercegovina|1
3277605|cy|Bosnia a Herzegovina|1
3277605|da|Bosnien-Hercegovina|1
3277605|de|Bosnien und Herzegowina|1
3277605|en|Bosnia and Herzegovina|1
3277605|eo|Bosnio-Hercegovino|1
3277605|et|Bosnia ja Hertsegoviina|1
3277605|eu|Bosnia-Herzegovina|1
3277605|fi|Bosnia ja Hertsegovina|1
3277605|fo|Bosnia-Hersegovina|1
3277605|fr|Bosnie-Herzegovine|1
3277605|ga|an Bhoisnia agus an Heirseagaivein|1
3277605|hr|Bosna i Hercegovina|1
3277605|hu|Bosznia-Hercegovina|1
3277605|id|Bosnia dan Herzegovina|1
3277605|is|Bosnia og Hersegovina|1
3277605|lt|Bosnija ir Hercegovina|1
3277605|lv|Bosnija un Hercegovina|1
3277605|ms|Bosnia dan Herzegovina|1
3277605|mt|il-Boznija-Herzegovina|1
3277605|nb|Bosnia-Hercegovina|1
3277605|nl|Bosnie Herzegovina|1
3277605|nn|Bosnia og Hercegovina|1
3277605|pl|Bosnia i Hercegowina|1
3277605|pt|Bosnia-Herzegovina|1
3277605|ro|Bosnia si Hertegovina|1
3277605|sk|Bosna a Hercegovina|1
3277605|sl|Bosna in Hercegovina|1
3277605|so|Boosniya & Harsegofina|1
3277605|sq|Bosnje-Hercegovine|1
3277605|sv|Bosnien och Hercegovina|1
3277605|sw|Bosnia na Hezegovina|1
3277605|tr|Bosna Hersek|1
3277605|vi|Bo-xni-a Hec-xe-go-vi-na|1
3277605|es|Bosnia y Herzegovina|1
3277605|an|Bosnia y Herzegovina|1
3277605|ast|Bosnia y Hercegovina|1
3277605|br|Bosnia-ha-Herzegovina|1
3277605|cy|Bosnia-Hertsegofina|1
3277605|eo|Bosnio kaj Hercegovino|1
3277605|frp|Bosnie-Herzegovena|1
3277605|fy|Bosnje|1
3277605|hsb|Bosniska a Hercegowina|1
3277605|hu|Bosznia es Hercegovina|1
3277605|id|Bosnia-Herzegovina|1
3277605|io|Bosnia e Herzegovina|1
3277605|it|Bosnia ed Erzegovina|1
3277605|ku|Bosniya u Herzegovina|1
3277605|kw|Bosni-Hercegovina|1
3277605|la|Bosnia et Herzegovina|1
3277605|lb|Bosnien an Herzegowina|1
3277605|li|Bosnie en Herzegovina|1
3277605|na|Boteniya me Erdegobina|1
3277605|nds|Bosnien-Herzegowina|1
3277605|nl|Bosnie en Herzegovina|1
3277605|nn|Bosnia-Hercegovina|1
3277605|no|Bosnia-Hercegovina|1
3277605|oc|Bosnia e Ercegovina|1
3277605|pam|Bosnia at Herzegovina|1
3277605|pms|Bosnia e Erzegovina|1
3277605|pt|Bosnia e Herzegovina|1
3277605|qu|Busna-Hirsiquwina|1
3277605|scn|Bosnia-Erzegovina|1
3277605|se|Bosnia ja Hercegovina|1
3277605|hbs|Bosna i Hercegovina|1
3277605|sw|Bosnia na Herzegovina|1
3277605|tl|Bosnia at Herzegovina|1
3277605|tr|Bosna-Hersek|1
3277605|tr|Bosna ve Hersek|1
3277605|vi|Bosna va Hercegovina|1
3277605|vo|Bosnan e Harzegovan|1
3277605|war|Bosnya ngan Hersegovina|1
3277605|et|Bosnia ja Herzegovina|1
3277605|fi|Bosnia-Hertsegovina|1
3277605|gl|Bosnia e Hercegovina|1
3277605|ia|Bosnia e Herzegovina|1
3277605|nl|Bosnie-Herzegovina|1
3277605|sv|Bosnien-Hercegovina|1
3277605|ak|Bosnia ne Hezegovina|1
3277605|az|Bosniya v@ Herzokovina|1
3277605|bm|Bozni-Erizigovini|1
3277605|br|Bosnia ha Herzegovina|1
3277605|ee|Bosnia kple Herzergovina nutome|1
3277605|ff|Bosnii Hersegowiin|1
3277605|ha|Bosniya da Harzagobina|1
3277605|it|Bosnia-Erzegovina|1
3277605|ki|Bosnia na Hezegovina|1
3277605|kl|Bosnia aamma Herzegovina|1
3277605|lg|Boziniya Hezegovina|1
3277605|ln|Bosini mpe Hezegovine|1
3277605|lu|Mbosini ne Hezegovine|1
3277605|mg|Bosnia sy Herzegovina|1
3277605|nd|Bhosnia le Herzegovina|1
3277605|rm|Bosnia ed Erzegovina|1
3277605|rn|Bosiniya na Herigozevine|1
3277605|sg|Bosnii na Herzegovinni|1
3277605|sn|Boznia ne Herzegovina|1
3277605|to|Posinia mo Hesikovina|1
3277605|yo|Bosinia ati Etisegofina|1
3277605|zu|i-Bosnia ne-Herzegovina|1
3277605|pap|Bosnia Herzogovina|1
3277605|az|Bosniya v@ Herseqovina|1
3277605|ksh|Bosnien-Herzegovina|1
3277605|srn|Bosnikondre|1
3277605|lad|Bosnia i Hersegovina|1
3277605|hak|Bosnia lau Herzegovina|1
3277605|gag|Bosniya hem Hertegovina|1
3277605|ln|Bosnia na Erzegovina|1
3277605|bar|Bosnien-Herzegowina|1
3277605|yo|Bosnia ati Herjegofina|1
3277605|mi|Pongia-Herekomina|1
3277605|kl|Bosnia-Hercegovina|1
3277605|pih|Bosnya a Hersegowina|1
3277605|uz|Bosniya va Gersegovina|1
3277605|ie|Bosnia e Herzegovina|1
3277605|lij|Bosnia-Ercegovina|1
3277605|lmo|Bosnia e Erzegovina|1
3277605|ht|Bosni ak Erzegovin|1
3277605|diq|Bosna u Hersek|1
3277605|szl|Bosna a Hercegowina|1
3277605|kaa|Bosniya ham Gertsegovina|1
3277605|ace|Bosnia Herzegovina|1
3277605|tk|Bosniya we Gersegowina|1
3277605|gv|Bosnia as Herzegovina|1
3277605|ss|IBhosinya ne Hezegovi|1
3277605|gn|Vonia ha Hesegovina|1
3277605|sc|Bosnia Erzegovina|1
3277605|ltg|Bosneja i Hercegovina|1
3277605|su|Bosnia jeung Herzegovina|1
3277605|gd|Bosna agus Hearsagobhana|1
3277605|so|Bosniya|1
3277605|sm|Bosnia ma Herzegovina|1
3277605|ga|An Bhoisnia-Heirseagaivein|1
3277605|haw|Bosenia me Hesegowina|1
3277605|mt|Boznija u Herzegovina|1
3277605|nah|Bosnia ihuan Hertzegovina|1
3277605|ilo|Bosnia ken Herzegovina|1
3277605|dsb|Bosniska-Hercegowinska|1
3277605|frr|Bosnien an Herzegowina|1
3277605|ext|Bosnia Ercegovina|1
3277605|als|Bosnien und Herzegowina|1
3277605|ceb|Bosnia ug Herzegovina|1
3277605|jv|Bosnia lan Hercegovina|1
3277605|sco|Bosnie an Herzegovinae|1
3277605|vec|Bosnia e Erzegovina|1
3277605|vep|Bosnii da Gercegovin|1
3277605|tum|Bosnia na Herzegovina|1
3277605|rw|Bosiniya na Herizegovina|1
3277605|fo|Bosnia og Hersegovina|1
3277605|zea|Bosnie-Hercegovina|1
3277605|ff|Bosniya|1
3277605|af|Bosnie-Herzegowina|1
3277605|csb|Bosnijo e Hercegowina|1
3277605|rm|Bosnia-Erzegovina|1
3277605|nov|Bosnia e Hertsegovina|1
3277605|co|Bosnia e Erzegovina|1
3277605|pcd|Bosnie-Erzegovine|1
3277605|stq|Bosnien un Herzegowina|1
3277605|wo|Bosni|1
3277605|bi|Bosnia & Herzegovina|1
3277605|nv|Bosna doo Hetsog Bikeyah|1
3277605|bcl|Bosnya asin Hersegobina|1
3277605|kg|Bosna|1
3277605|pag|Bosnia tan Hersegobina|1
3277605|crh|Bosna ve Hersek|1
3277605|nap|Bosnia-Erzegovina|1
3277605||Bosna kap Hercegovina|1
3277605|sgs|Bosneje er Hercuogovena|1
3277605|ang|Bosnia and Herzegofina|1
3277605|cdo|Bosnia gaeng Herzegovina|1
3277605|kab|Busnya ed Hirziguvina|1
3277605|om|Boosniyaa fi Herzegoviinaa|1
3277605|tet|Boznia no Erzegovina|1
3277605|tpi|Bosnia na Hesegovina|1
3277605|vls|Bosnie-Herzegovina|1
3277605|zu|IBhosniya neHerzegovina|1
3277605|fy|Bosnie en Herzegovina|1
3277605|gd|Bosna is Hearsagobhana|1
3277605|ig|Bosnia & Herzegovina|1
3277605|jv|Bosnia lan Hersegovina|1
3277605|qu|Bosnia y Herzegovina|1
3277605|se|Bosnia-Hercegovina|1
3277605|uz|Bosniya va Gertsegovina|1
3277605|wo|Bosni Ersegowin|1
203312|fr|Republique Democratique du Congo|1
203312||Congo Free State|1
203312||Federal Republic of the Congo|1
203312||Federation of the Congo|1
203312|da|Den Demokratiske Republik Congo|1
203312|de|Demokratische Republik Kongo|1
203312|es|Republica Democratica del Congo|1
203312|et|Kongo DV|1
203312|fr|Republique democratique du Congo|1
203312|hu|Kongo, Demokratikus koztarsasag|1
203312|is|Austur-Kongo|1
203312|it|Repubblica Democratica del Congo|1
203312|lt|Kongas-Kinsasa|1
203312|lv|Kongo Demokratiska Republika|1
203312|nb|Kongo-Kinshasa|1
203312|nn|Kongo-Kinshasa|1
203312|pt|Congo - Kinshasa|1
203312|ro|Congo, Republica Democratica|1
203312|sk|Konzska demokraticka republika|1
203312|sl|Demokraticna republika Kongo|1
203312|sv|Demokratiska Republiken Kongo|1
203312|tr|Kongo Demokratik Cumhuriyeti|1
203312|pl|Demokratyczna Republika Konga|1
203312|en|Democratic Republic of the Congo|1
203312|af|Demokratiese Republiek van die Kongo|1
203312|an|Republica Democratica do Congo|1
203312|ang|Folcricelicu Cynewise thaes Congwes|1
203312|ast|Republica Democratica dEl Congo|1
203312|bs|Demokratska Republika Kongo|1
203312|ca|Republica Democratica del Congo|1
203312|cs|Demokraticka republika Kongo|1
203312|da|Demokratiske Republik Congo|1
203312|eo|Demokratia Respubliko Kongo|1
203312|et|Kongo Demokraatlik Vabariik|1
203312|eu|Kongoko Errepublika Demokratikoa|1
203312|fi|Kongon demokraattinen tasavalta|1
203312|fy|Demokratyske Republyk Kongo|1
203312|gl|Republica Democratica do Congo - Republique Democratique du Congo|1
203312|hr|Demokratska Republika Kongo|1
203312|hu|Kongoi Demokratikus Koztarsasag|1
203312|ia|Republica Democratic del Congo|1
203312|io|Demokratial Republiko Kongo|1
203312|kg|Repubilika ya Kongo ya Dimokalasi|1
203312|kw|Repoblek Werinel Kongo|1
203312|la|Res publica democratica Congensis|1
203312|li|Kongo|1
203312|ln|Kongo-Kinsasa|1
203312|lv|Kongo DR|1
203312|ms|Republik Demokratik Congo|1
203312|na|Ripubrikit Engame Kongo|1
203312|nds|Demokraatsche Republik Kongo|1
203312|nl|Congo-Kinshasa|1
203312|no|Den demokratiske republikken Kongo|1
203312|oc|Republica Democratica de Congo|1
203312|pam|Demokratika Republika ning Kongo|1
203312|pt|Republica Democratica do Congo|1
203312|ro|Republica Democrata Congo|1
203312|hbs|Demokratska Republika Kongo|1
203312|sk|Kongo|1
203312|sq|Republika Demokratike e Kongos|1
203312|sw|Jamhuri ya Kidemokrasia ya Kongo|1
203312|tl|Demokratikong Republika ng Congo|1
203312|tr|Demokratik Kongo Cumhuriyeti|1
203312|vi|Cong hoa Dan chu Congo|1
203312|et|Kongo-Kinshasa|1
203312|hu|Kongo - Kinshasa|1
203312|is|Kongo, lydveldid|1
203312|ln|Repibiki demokratiki ya Kongo|1
203312|lv|Kongo-Kinshasa|1
203312|se|Kongo-Kinshasa|1
203312|sk|Kongo, demokraticka republika|1
203312|sl|Kongo, demokraticna republika|1
203312|tr|Kongo Cumhuriyeti|1
203312|vi|Congo - Kinshasa|1
203312|en|Democratic Republic of Congo|1
203312|bm|Kongo ka republiki demokratiki|1
203312|bs|DR Kongo|1
203312|ee|Kongo Kinshasa nutome|1
203312|ff|Ndenndaandi Demokaraasiire Konngo|1
203312|fo|Kongo, Dem. Lydveldid|1
203312|ki|Jamhuri ya Kidemokrasia ya Kongo|1
203312|kl|Kongo-Kinshasa|1
203312|lg|Kongo - Zayire|1
203312|lu|Ditunga wa Kongu|1
203312|mg|Repoblikan'i Kongo|1
203312|nd|Democratic Republic of the Congo|1
